"lon","lat","ssp","nspec","hicrit.vuln","hicrit.sens","hicrit.expo","hicrit.adcap","neg.vuln","neg.sens","neg.expo","neg.adcap","hi.vuln","hi.sens","hi.expo","hi.adcap","crit.vuln","crit.sens","crit.expo","crit.adcap"
-91.125,70.125,"SSP1-2.6",160,16.88,1.25,36.25,48.75,0,53.12,0,0,16.88,1.25,23.75,48.75,0,0,12.5,0
-91.125,70.375,"SSP1-2.6",160,17.5,1.25,38.12,49.38,0,56.25,0,0,17.5,1.25,26.88,49.38,0,0,11.25,0
-91.125,70.625,"SSP1-2.6",131,14.5,0,45.04,38.93,0,67.18,0,0,14.5,0,32.82,38.93,0,0,12.21,0
-91.125,70.875,"SSP1-2.6",131,14.5,0,48.09,38.93,0,67.18,0,0,14.5,0,35.11,38.93,0,0,12.98,0
-91.125,71.125,"SSP1-2.6",128,14.84,0,46.09,36.72,0,73.44,0,0,14.84,0,35.16,36.72,0,0,10.94,0
-91.125,71.375,"SSP1-2.6",128,17.97,0,52.34,35.94,0,75.78,0,0,17.97,0,34.38,35.94,0,0,17.97,0
-91.125,71.625,"SSP1-2.6",121,12.4,0,41.32,36.36,0,76.86,0,0,12.4,0,32.23,36.36,0,0,9.09,0
-91.125,71.875,"SSP1-2.6",121,15.7,0,42.98,34.71,0,76.03,0,0,15.7,0,33.88,34.71,0,0,9.09,0
-91.125,72.125,"SSP1-2.6",109,14.68,0,35.78,38.53,0,74.31,0,0,14.68,0,23.85,38.53,0,0,11.93,0
-91.125,72.375,"SSP1-2.6",109,14.68,0,34.86,38.53,0,76.15,0,0,14.68,0,21.1,38.53,0,0,13.76,0
-91.125,72.625,"SSP1-2.6",132,13.64,0,34.09,28.79,0,78.03,0,0,13.64,0,20.45,28.79,0,0,13.64,0
-91.125,72.875,"SSP1-2.6",132,15.15,0,35.61,21.97,0,77.27,0,0,15.15,0,20.45,21.97,0,0,15.15,0
-91.125,73.125,"SSP1-2.6",255,18.82,9.8,21.96,40.39,0,0,54.12,0,18.82,9.8,14.51,40.39,0,0,7.45,0
-91.125,74.125,"SSP1-2.6",237,5.91,0.84,9.7,33.33,0,66.67,62.87,0,5.91,0.84,9.7,33.33,0,0,0,0
-91.125,74.375,"SSP1-2.6",237,13.92,0.84,24.05,35.86,0,64.14,50.63,0,13.92,0.84,16.03,35.86,0,0,8.02,0
-91.125,76.875,"SSP1-2.6",134,12.69,1.49,29.85,38.81,0,53.73,0,0,12.69,1.49,23.88,38.81,0,0,5.97,0
-91.125,77.125,"SSP1-2.6",117,15.38,12.82,20.51,41.88,0,0,52.99,0,15.38,12.82,20.51,41.88,0,0,0,0
-91.125,77.625,"SSP1-2.6",100,29,19,9,40,0,0,57,0,29,19,9,40,0,0,0,0
-91.125,77.875,"SSP1-2.6",100,9,0,27,38,0,61,48,0,9,0,22,38,0,0,5,0
-91.125,78.125,"SSP1-2.6",104,19.23,16.35,10.58,31.73,0,0,55.77,0,19.23,16.35,10.58,31.73,0,0,0,0
-91.125,80.875,"SSP1-2.6",77,10.39,0,36.36,44.16,0,42.86,46.75,0,10.39,0,36.36,44.16,0,0,0,0
-91.125,81.125,"SSP1-2.6",70,5.71,0,32.86,38.57,0,82.86,50,0,5.71,0,32.86,38.57,0,0,0,0
-91.125,81.375,"SSP1-2.6",70,2.86,0,34.29,40,0,85.71,50,0,2.86,0,34.29,40,0,0,0,0
-91.125,81.875,"SSP1-2.6",39,5.13,0,0,56.41,0,0,61.54,0,5.13,0,0,56.41,0,0,0,0
-91.125,82.125,"SSP1-2.6",10,0,0,0,40,0,100,70,0,0,0,0,40,0,0,0,0
-91.125,82.375,"SSP1-2.6",10,0,0,0,40,0,100,70,0,0,0,0,40,0,0,0,0
-91.125,82.625,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-91.125,82.875,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-90.875,57.375,"SSP1-2.6",290,52.41,30,34.48,25.52,0,0,0,0,52.41,30,22.41,25.52,0,0,12.07,0
-90.875,57.625,"SSP1-2.6",330,38.48,28.18,31.82,20.91,0,0,0,0,38.48,28.18,17.27,20.91,0,0,14.55,0
-90.875,57.875,"SSP1-2.6",330,34.85,24.85,29.09,24.55,0,0,0,0,34.85,24.85,15.15,24.55,0,0,13.94,0
-90.875,58.125,"SSP1-2.6",260,27.69,23.46,29.23,15,0,0,0,0,27.69,23.46,13.46,15,0,0,15.77,0
-90.875,58.375,"SSP1-2.6",260,25,21.15,27.69,16.15,0,0,0,0,25,21.15,11.92,16.15,0,0,15.77,0
-90.875,58.625,"SSP1-2.6",241,24.07,21.99,30.71,12.86,0,0,0,0,24.07,21.99,14.52,12.86,0,0,16.18,0
-90.875,58.875,"SSP1-2.6",241,23.24,20.33,33.2,12.86,0,0,0,0,23.24,20.33,16.18,12.86,0,0,17.01,0
-90.875,59.125,"SSP1-2.6",216,20.83,19.44,34.72,11.11,0,0,0,0,20.83,19.44,17.59,11.11,0,0,17.13,0
-90.875,59.375,"SSP1-2.6",216,20.83,19.44,33.8,12.04,0,0,0,0,20.83,19.44,16.67,12.04,0,0,17.13,0
-90.875,59.625,"SSP1-2.6",195,21.54,19.49,35.38,10.26,0,0,0,0,21.54,19.49,17.44,10.26,0,0,17.95,0
-90.875,59.875,"SSP1-2.6",195,21.03,18.46,35.38,10.77,0,0,0,0,21.03,18.46,17.44,10.77,0,0,17.95,0
-90.875,60.125,"SSP1-2.6",192,21.35,18.75,37.5,9.9,0,0,0,0,21.35,18.75,19.27,9.9,0,0,18.23,0
-90.875,60.375,"SSP1-2.6",192,21.88,20.31,38.02,9.38,0,0,0,0,21.88,20.31,19.79,9.38,0,0,18.23,0
-90.875,60.625,"SSP1-2.6",197,21.83,20.3,38.07,9.64,0,0,0,0,21.83,20.3,19.8,9.64,0,0,18.27,0
-90.875,60.875,"SSP1-2.6",197,21.83,20.81,37.56,9.64,0,0,0,0,21.83,20.81,19.29,9.64,0,0,18.27,0
-90.875,61.125,"SSP1-2.6",204,21.08,19.61,36.27,9.8,0,0,0,0,21.08,19.61,18.63,9.8,0,0,17.65,0
-90.875,61.375,"SSP1-2.6",204,21.08,19.12,39.22,9.8,0,0,0,0,21.08,19.12,21.57,9.8,0,0,17.65,0
-90.875,61.625,"SSP1-2.6",231,20.35,18.61,30.3,12.99,0,0,0,0,20.35,18.61,13.42,12.99,0,0,16.88,0
-90.875,61.875,"SSP1-2.6",231,20.35,19.05,27.27,12.12,0,0,0,0,20.35,19.05,10.39,12.12,0,0,16.88,0
-90.875,62.125,"SSP1-2.6",252,19.84,18.65,28.17,14.29,0,0,0,0,19.84,18.65,11.51,14.29,0,0,16.67,0
-90.875,62.375,"SSP1-2.6",252,19.05,18.25,28.17,13.1,0,0,0,0,19.05,18.25,11.9,13.1,0,0,16.27,0
-90.875,62.625,"SSP1-2.6",428,28.5,14.02,26.4,33.88,0,0,0,0,28.27,14.02,12.38,33.64,0.23,0,14.02,0.23
-90.875,62.875,"SSP1-2.6",428,28.27,14.25,28.5,33.18,0,0,0,0,28.04,14.25,14.49,32.94,0.23,0,14.02,0.23
-90.875,69.625,"SSP1-2.6",153,20.26,2.61,41.83,47.06,0,0,0,0,20.26,2.61,28.1,47.06,0,0,13.73,0
-90.875,69.875,"SSP1-2.6",153,18.95,0.65,39.87,47.71,0,52.29,0,0,18.95,0.65,25.49,47.71,0,0,14.38,0
-90.875,70.125,"SSP1-2.6",150,18.67,0.67,41.33,48.67,0,49.33,0,0,18.67,0.67,28,48.67,0,0,13.33,0
-90.875,70.375,"SSP1-2.6",150,18,1.33,42.67,52.67,0,56.67,0,0,18,1.33,30.67,52.67,0,0,12,0
-90.875,70.625,"SSP1-2.6",133,18.05,0,48.87,42.11,0,62.41,0,0,18.05,0,35.34,42.11,0,0,13.53,0
-90.875,70.875,"SSP1-2.6",133,15.04,0,48.87,40.6,0,66.92,0,0,15.04,0,33.08,40.6,0,0,15.79,0
-90.875,71.125,"SSP1-2.6",135,17.04,0,48.89,36.3,0,68.15,0,0,17.04,0,34.07,36.3,0,0,14.81,0
-90.875,71.375,"SSP1-2.6",135,13.33,0,45.19,33.33,0,74.07,0,0,13.33,0,35.56,33.33,0,0,9.63,0
-90.875,71.625,"SSP1-2.6",152,12.5,0,39.47,36.84,0,76.32,0,0,12.5,0,30.92,36.84,0,0,8.55,0
-90.875,71.875,"SSP1-2.6",152,12.5,0,36.84,34.87,0,76.97,0,0,12.5,0,28.29,34.87,0,0,8.55,0
-90.875,72.125,"SSP1-2.6",136,11.03,0,33.09,33.82,0,77.21,0,0,11.03,0,26.47,33.82,0,0,6.62,0
-90.875,72.375,"SSP1-2.6",136,11.03,0,31.62,33.09,0,75.74,0,0,11.03,0,22.06,33.09,0,0,9.56,0
-90.875,72.625,"SSP1-2.6",112,14.29,0,36.61,28.57,0,77.68,0,0,14.29,0,23.21,28.57,0,0,13.39,0
-90.875,72.875,"SSP1-2.6",112,16.07,0,35.71,22.32,0,76.79,0,0,16.07,0,20.54,22.32,0,0,15.18,0
-90.875,73.125,"SSP1-2.6",247,14.17,0.81,22.67,40.89,0,58.7,53.44,0,14.17,0.81,15.38,40.89,0,0,7.29,0
-90.875,73.375,"SSP1-2.6",247,13.36,11.34,12.96,34.41,0,0,63.97,0,13.36,11.34,12.96,34.41,0,0,0,0
-90.875,74.125,"SSP1-2.6",242,5.37,0.83,9.5,36.36,0,65.7,63.22,0,5.37,0.83,9.5,36.36,0,0,0,0
-90.875,74.375,"SSP1-2.6",242,13.22,0.83,23.55,38.02,0,65.7,52.48,0,13.22,0.83,16.53,38.02,0,0,7.02,0
-90.875,74.625,"SSP1-2.6",247,8.91,1.62,11.34,39.68,0,47.77,62.35,0,8.91,1.62,11.34,39.68,0,0,0,0
-90.875,76.875,"SSP1-2.6",130,12.31,2.31,32.31,23.08,0,20,0,0,12.31,2.31,23.08,23.08,0,0,9.23,0
-90.875,77.125,"SSP1-2.6",118,20.34,14.41,20.34,33.9,0,0,52.54,0,20.34,14.41,20.34,33.9,0,0,0,0
-90.875,77.875,"SSP1-2.6",104,7.69,0,26.92,32.69,0,58.65,49.04,0,7.69,0,22.12,32.69,0,0,4.81,0
-90.875,78.125,"SSP1-2.6",107,30.84,24.3,19.63,32.71,0,0,53.27,0,30.84,24.3,19.63,32.71,0,0,0,0
-90.875,80.875,"SSP1-2.6",54,12.96,0,31.48,42.59,0,53.7,53.7,0,12.96,0,31.48,42.59,0,0,0,0
-90.875,81.125,"SSP1-2.6",80,6.25,0,30,45,0,70,51.25,0,6.25,0,30,45,0,0,0,0
-90.875,81.375,"SSP1-2.6",80,5,0,0,46.25,0,26.25,56.25,0,5,0,0,46.25,0,0,0,0
-90.875,81.875,"SSP1-2.6",36,5.56,5.56,0,52.78,0,0,66.67,0,5.56,5.56,0,52.78,0,0,0,0
-90.875,82.125,"SSP1-2.6",11,0,0,0,36.36,0,90.91,72.73,0,0,0,0,36.36,0,0,0,0
-90.875,82.375,"SSP1-2.6",11,0,0,0,36.36,0,81.82,72.73,0,0,0,0,36.36,0,0,0,0
-90.875,82.625,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-90.875,82.875,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-90.625,57.375,"SSP1-2.6",290,51.72,28.97,32.76,26.55,0,0,0,0,51.72,28.97,20.69,26.55,0,0,12.07,0
-90.625,57.625,"SSP1-2.6",330,38.48,26.97,29.39,22.12,0,0,0,0,38.48,26.97,14.85,22.12,0,0,14.55,0
-90.625,57.875,"SSP1-2.6",330,38.48,26.06,29.09,24.55,0,0,0,0,38.48,26.06,15.15,24.55,0,0,13.94,0
-90.625,58.125,"SSP1-2.6",260,24.62,20.38,28.85,16.15,0,0,0,0,24.62,20.38,13.46,16.15,0,0,15.38,0
-90.625,58.375,"SSP1-2.6",260,24.62,20.38,28.08,16.15,0,0,0,0,24.62,20.38,11.92,16.15,0,0,16.15,0
-90.625,58.625,"SSP1-2.6",241,23.65,21.16,32.78,13.28,0,0,0,0,23.65,21.16,15.77,13.28,0,0,17.01,0
-90.625,58.875,"SSP1-2.6",241,23.24,20.33,35.68,13.28,0,0,0,0,23.24,20.33,18.67,13.28,0,0,17.01,0
-90.625,59.125,"SSP1-2.6",216,21.3,19.44,37.96,11.57,0,0,0,0,21.3,19.44,20.83,11.57,0,0,17.13,0
-90.625,59.375,"SSP1-2.6",216,20.83,19.44,36.11,12.04,0,0,0,0,20.83,19.44,18.98,12.04,0,0,17.13,0
-90.625,59.625,"SSP1-2.6",195,21.03,18.97,36.92,10.77,0,0,0,0,21.03,18.97,18.97,10.77,0,0,17.95,0
-90.625,59.875,"SSP1-2.6",195,20.51,18.46,36.92,11.79,0,0,0,0,20.51,18.46,18.97,11.79,0,0,17.95,0
-90.625,60.125,"SSP1-2.6",192,22.4,19.79,38.02,9.9,0,0,0,0,22.4,19.79,19.79,9.9,0,0,18.23,0
-90.625,60.375,"SSP1-2.6",192,22.92,20.31,42.19,9.9,0,0,0,0,22.92,20.31,23.44,9.9,0,0,18.75,0
-90.625,60.625,"SSP1-2.6",197,21.83,20.81,39.59,9.64,0,0,0,0,21.83,20.81,21.32,9.64,0,0,18.27,0
-90.625,60.875,"SSP1-2.6",197,21.83,20.81,37.06,9.64,0,0,0,0,21.83,20.81,18.78,9.64,0,0,18.27,0
-90.625,61.125,"SSP1-2.6",204,21.08,19.61,35.78,9.8,0,0,0,0,21.08,19.61,18.14,9.8,0,0,17.65,0
-90.625,61.375,"SSP1-2.6",204,21.08,19.61,36.27,9.8,0,0,0,0,21.08,19.61,18.63,9.8,0,0,17.65,0
-90.625,61.625,"SSP1-2.6",231,20.35,18.61,29.87,12.99,0,0,0,0,20.35,18.61,12.99,12.99,0,0,16.88,0
-90.625,61.875,"SSP1-2.6",231,20.35,19.05,27.27,12.12,0,0,0,0,20.35,19.05,10.39,12.12,0,0,16.88,0
-90.625,62.125,"SSP1-2.6",252,19.84,18.65,28.57,15.48,0,0,0,0,19.84,18.65,11.9,15.48,0,0,16.67,0
-90.625,62.375,"SSP1-2.6",252,19.44,18.65,28.17,14.29,0,0,0,0,19.44,18.65,11.9,14.29,0,0,16.27,0
-90.625,62.625,"SSP1-2.6",428,29.21,14.25,25.7,34.58,0,0,0,0,28.97,14.25,11.68,34.35,0.23,0,14.02,0.23
-90.625,62.875,"SSP1-2.6",428,28.74,14.02,26.4,35.05,0,0,0,0,28.5,14.02,12.38,34.81,0.23,0,14.02,0.23
-90.625,63.125,"SSP1-2.6",378,25.93,11.38,17.99,35.19,0,0,60.05,0,25.66,11.38,10.32,34.66,0.26,0,7.67,0.53
-90.625,63.375,"SSP1-2.6",378,26.19,12.7,18.25,33.86,0,0,59.26,0,25.93,12.7,10.58,33.33,0.26,0,7.67,0.53
-90.625,69.125,"SSP1-2.6",202,23.27,17.82,23.27,30.2,0,0,55.94,0,23.27,17.82,23.27,30.2,0,0,0,0
-90.625,69.625,"SSP1-2.6",153,20.26,0.65,41.83,49.67,0,47.06,0,0,20.26,0.65,27.45,49.67,0,0,14.38,0
-90.625,69.875,"SSP1-2.6",153,20.26,1.96,40.52,52.94,0,39.22,0,0,20.26,1.96,26.8,52.94,0,0,13.73,0
-90.625,70.125,"SSP1-2.6",150,23.33,4,41.33,54.67,0,0,0,0,23.33,4,28,54.67,0,0,13.33,0
-90.625,70.375,"SSP1-2.6",150,18.67,0.67,42.67,55.33,0,55.33,0,0,18.67,0.67,30.67,55.33,0,0,12,0
-90.625,70.625,"SSP1-2.6",133,18.05,0,48.87,48.12,0,59.4,0,0,18.05,0,33.08,48.12,0,0,15.79,0
-90.625,70.875,"SSP1-2.6",133,15.79,0,50.38,41.35,0,68.42,0,0,15.79,0,34.59,41.35,0,0,15.79,0
-90.625,71.125,"SSP1-2.6",135,15.56,0,48.15,36.3,0,68.15,0,0,15.56,0,35.56,36.3,0,0,12.59,0
-90.625,71.375,"SSP1-2.6",135,13.33,0,42.22,32.59,0,69.63,0,0,13.33,0,34.07,32.59,0,0,8.15,0
-90.625,71.625,"SSP1-2.6",152,13.16,0,40.13,33.55,0,75.66,0,0,13.16,0,32.24,33.55,0,0,7.89,0
-90.625,71.875,"SSP1-2.6",152,12.5,0,36.18,32.24,0,75.66,0,0,12.5,0,28.29,32.24,0,0,7.89,0
-90.625,72.125,"SSP1-2.6",136,10.29,0,31.62,30.15,0,73.53,0,0,10.29,0,25.74,30.15,0,0,5.88,0
-90.625,72.375,"SSP1-2.6",136,10.29,0,31.62,30.15,0,77.21,0,0,10.29,0,25.74,30.15,0,0,5.88,0
-90.625,72.625,"SSP1-2.6",112,12.5,0,33.93,27.68,0,77.68,0,0,12.5,0,22.32,27.68,0,0,11.61,0
-90.625,72.875,"SSP1-2.6",112,15.18,0,36.61,24.11,0,76.79,0,0,15.18,0,22.32,24.11,0,0,14.29,0
-90.625,73.125,"SSP1-2.6",247,14.57,0.81,25.1,40.08,0,59.11,0,0,14.57,0.81,14.98,40.08,0,0,10.12,0
-90.625,73.375,"SSP1-2.6",247,12.96,0.81,22.67,34.01,0,64.37,53.85,0,12.96,0.81,14.57,34.01,0,0,8.1,0
-90.625,73.625,"SSP1-2.6",252,15.48,11.9,13.49,33.33,0,0,62.7,0,15.48,11.9,13.49,33.33,0,0,0,0
-90.625,74.125,"SSP1-2.6",242,12.4,0.83,23.14,35.54,0,66.53,54.96,0,12.4,0.83,15.7,35.54,0,0,7.44,0
-90.625,74.375,"SSP1-2.6",242,12.4,0.83,23.55,36.78,0,66.94,52.07,0,12.4,0.83,17.77,36.78,0,0,5.79,0
-90.625,76.625,"SSP1-2.6",130,13.08,0.77,33.85,6.15,0,50,0,0,13.08,0.77,19.23,6.15,0,0,14.62,0
-90.625,76.875,"SSP1-2.6",130,13.85,5.38,32.31,15.38,0,0,0,0,13.85,5.38,21.54,15.38,0,0,10.77,0
-90.625,77.125,"SSP1-2.6",118,17.8,10.17,27.12,30.51,0,0,42.37,0,17.8,10.17,19.49,30.51,0,0,7.63,0
-90.625,77.875,"SSP1-2.6",104,8.65,0,26.92,30.77,0,55.77,49.04,0,8.65,0,22.12,30.77,0,0,4.81,0
-90.625,78.125,"SSP1-2.6",107,30.84,27.1,22.43,30.84,0,0,52.34,0,30.84,27.1,22.43,30.84,0,0,0,0
-90.625,80.625,"SSP1-2.6",54,31.48,24.07,35.19,37.04,0,0,53.7,0,31.48,24.07,35.19,37.04,0,0,0,0
-90.625,80.875,"SSP1-2.6",54,20.37,0,42.59,38.89,0,51.85,0,0,20.37,0,42.59,38.89,0,0,0,0
-90.625,81.125,"SSP1-2.6",80,6.25,0,30,42.5,0,70,51.25,0,6.25,0,30,42.5,0,0,0,0
-90.625,81.375,"SSP1-2.6",80,15,10,0,48.75,0,0,56.25,0,15,10,0,48.75,0,0,0,0
-90.625,81.625,"SSP1-2.6",36,5.56,5.56,0,38.89,0,0,66.67,0,5.56,5.56,0,38.89,0,0,0,0
-90.625,81.875,"SSP1-2.6",36,5.56,5.56,0,52.78,0,0,66.67,0,5.56,5.56,0,52.78,0,0,0,0
-90.625,82.125,"SSP1-2.6",11,0,0,0,36.36,0,81.82,72.73,0,0,0,0,36.36,0,0,0,0
-90.625,82.375,"SSP1-2.6",11,0,0,0,36.36,0,81.82,72.73,0,0,0,0,36.36,0,0,0,0
-90.625,82.625,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-90.625,82.875,"SSP1-2.6",4,0,0,0,25,0,100,50,0,0,0,0,25,0,0,0,0
-90.375,57.375,"SSP1-2.6",327,53.52,29.97,31.19,27.52,0,0,0,0,53.52,29.97,18.04,27.52,0,0,13.15,0
-90.375,57.625,"SSP1-2.6",318,33.96,26.1,28.93,19.5,0,0,0,0,33.96,26.1,14.15,19.5,0,0,14.78,0
-90.375,57.875,"SSP1-2.6",318,32.7,24.21,28.62,23.9,0,0,0,0,32.7,24.21,14.47,23.9,0,0,14.15,0
-90.375,58.125,"SSP1-2.6",249,24.5,21.29,30.52,15.26,0,0,0,0,24.5,21.29,14.46,15.26,0,0,16.06,0
-90.375,58.375,"SSP1-2.6",249,23.69,21.29,30.52,15.26,0,0,0,0,23.69,21.29,13.65,15.26,0,0,16.87,0
-90.375,58.625,"SSP1-2.6",198,24.24,21.72,34.85,8.59,0,0,0,0,24.24,21.72,17.17,8.59,0,0,17.68,0
-90.375,58.875,"SSP1-2.6",198,23.74,21.21,38.38,8.59,0,0,0,0,23.74,21.21,20.71,8.59,0,0,17.68,0
-90.375,59.125,"SSP1-2.6",191,24.08,20.94,40.31,8.38,0,0,0,0,24.08,20.94,21.99,8.38,0,0,18.32,0
-90.375,59.375,"SSP1-2.6",191,21.99,20.94,38.74,8.9,0,0,0,0,21.99,20.94,20.42,8.9,0,0,18.32,0
-90.375,59.625,"SSP1-2.6",187,21.93,19.79,39.04,9.09,0,0,0,0,21.93,19.79,20.32,9.09,0,0,18.72,0
-90.375,59.875,"SSP1-2.6",187,21.93,18.72,39.04,10.16,0,0,0,0,21.93,18.72,20.32,10.16,0,0,18.72,0
-90.375,60.125,"SSP1-2.6",188,22.87,20.21,41.49,9.04,0,0,0,0,22.87,20.21,22.34,9.04,0,0,19.15,0
-90.375,60.375,"SSP1-2.6",188,22.87,20.21,43.09,9.04,0,0,0,0,22.87,20.21,23.4,9.04,0,0,19.68,0
-90.375,60.625,"SSP1-2.6",190,22.11,20.53,40,8.95,0,0,0,0,22.11,20.53,21.58,8.95,0,0,18.42,0
-90.375,60.875,"SSP1-2.6",190,22.11,21.05,37.37,8.95,0,0,0,0,22.11,21.05,18.95,8.95,0,0,18.42,0
-90.375,61.125,"SSP1-2.6",197,21.83,20.81,35.03,9.14,0,0,0,0,21.83,20.81,16.75,9.14,0,0,18.27,0
-90.375,61.375,"SSP1-2.6",197,21.83,20.3,35.53,9.14,0,0,0,0,21.83,20.3,17.26,9.14,0,0,18.27,0
-90.375,61.625,"SSP1-2.6",205,20.98,19.51,31.71,10.73,0,0,0,0,20.98,19.51,14.63,10.73,0,0,17.07,0
-90.375,61.875,"SSP1-2.6",205,20,19.02,31.22,10.73,0,0,0,0,20,19.02,13.66,10.73,0,0,17.56,0
-90.375,62.125,"SSP1-2.6",220,20,17.73,32.73,13.18,0,0,0,0,20,17.73,15,13.18,0,0,17.73,0
-90.375,62.375,"SSP1-2.6",220,19.55,17.73,30.45,13.18,0,0,0,0,19.55,17.73,13.18,13.18,0,0,17.27,0
-90.375,62.625,"SSP1-2.6",360,22.22,15.83,28.33,27.78,0,0,0,0,22.22,15.83,12.5,27.78,0,0,15.83,0
-90.375,62.875,"SSP1-2.6",360,22.22,14.72,30.28,26.67,0,0,0,0,22.22,14.72,14.44,26.67,0,0,15.83,0
-90.375,63.125,"SSP1-2.6",421,28.5,13.78,26.13,34.2,0,0,0,0,28.27,13.78,12.83,33.73,0.24,0,13.3,0.48
-90.375,63.375,"SSP1-2.6",421,28.03,15.2,28.5,32.3,0,0,0,0,27.79,15.2,14.73,31.83,0.24,0,13.78,0.48
-90.375,68.625,"SSP1-2.6",235,23.4,11.49,31.49,37.45,0,0,0,0,23.4,11.49,19.15,37.45,0,0,12.34,0
-90.375,68.875,"SSP1-2.6",235,28.94,14.47,28.94,40.43,0,0,0,0,28.94,14.47,19.57,40.43,0,0,9.36,0
-90.375,69.125,"SSP1-2.6",192,26.56,15.1,33.33,29.69,0,0,0,0,26.56,15.1,22.4,29.69,0,0,10.94,0
-90.375,69.625,"SSP1-2.6",144,20.14,5.56,42.36,47.92,0,0,0,0,20.14,5.56,27.08,47.92,0,0,15.28,0
-90.375,69.875,"SSP1-2.6",144,18.75,2.08,40.97,52.08,0,25,0,0,18.75,2.08,27.08,52.08,0,0,13.89,0
-90.375,70.125,"SSP1-2.6",137,15.33,0,45.26,56.2,0,63.5,0,0,15.33,0,31.39,56.2,0,0,13.87,0
-90.375,70.375,"SSP1-2.6",137,15.33,0,48.18,53.28,0,60.58,0,0,15.33,0,35.77,53.28,0,0,12.41,0
-90.375,70.625,"SSP1-2.6",134,14.93,0,49.25,49.25,0,67.16,0,0,14.93,0,34.33,49.25,0,0,14.93,0
-90.375,70.875,"SSP1-2.6",134,13.43,0,45.52,43.28,0,69.4,0,0,13.43,0,35.82,43.28,0,0,9.7,0
-90.375,71.125,"SSP1-2.6",188,14.89,1.06,30.32,50,0,55.32,0,0,14.89,1.06,23.4,50,0,0,6.91,0
-90.375,71.375,"SSP1-2.6",188,15.96,2.66,28.72,45.74,0,0,0,0,15.96,2.66,21.81,45.74,0,0,6.91,0
-90.375,71.625,"SSP1-2.6",222,13.06,0.9,23.42,46.85,0,54.05,52.25,0,13.06,0.9,18.92,46.85,0,0,4.5,0
-90.375,71.875,"SSP1-2.6",222,10.81,0.9,23.87,45.5,0,61.71,49.55,0,10.81,0.9,19.37,45.5,0,0,4.5,0
-90.375,72.125,"SSP1-2.6",240,12.08,0.83,22.92,50.83,0,57.5,53.33,0,12.08,0.83,18.33,50.83,0,0,4.58,0
-90.375,72.375,"SSP1-2.6",240,14.58,0.83,22.92,50,0,52.5,53.33,0,14.58,0.83,18.33,50,0,0,4.58,0
-90.375,72.625,"SSP1-2.6",171,10.53,0,30.41,33.33,0,78.36,0,0,10.53,0,22.22,33.33,0,0,8.19,0
-90.375,72.875,"SSP1-2.6",171,11.7,0,31.58,31.58,0,78.36,0,0,11.7,0,21.05,31.58,0,0,10.53,0
-90.375,73.125,"SSP1-2.6",119,14.29,0,36.97,21.01,0,78.99,0,0,14.29,0,23.53,21.01,0,0,13.45,0
-90.375,73.375,"SSP1-2.6",119,12.61,0,29.41,17.65,0,79.83,0,0,12.61,0,15.97,17.65,0,0,13.45,0
-90.375,73.625,"SSP1-2.6",252,12.3,0.79,33.33,35.32,0,66.67,0,0,12.3,0.79,24.21,35.32,0,0,9.13,0
-90.375,74.125,"SSP1-2.6",258,11.63,0.78,21.32,36.43,0,65.5,57.36,0,11.63,0.78,14.34,36.43,0,0,6.98,0
-90.375,74.375,"SSP1-2.6",258,12.4,0.78,21.71,39.15,0,66.28,56.98,0,12.4,0.78,17.05,39.15,0,0,4.65,0
-90.375,76.625,"SSP1-2.6",155,20,10.32,28.39,9.68,0,0,0,0,20,10.32,16.77,9.68,0,0,11.61,0
-90.375,76.875,"SSP1-2.6",155,14.84,5.16,27.1,20.65,0,0,41.29,0,14.84,5.16,18.06,20.65,0,0,9.03,0
-90.375,77.125,"SSP1-2.6",114,11.4,11.4,20.18,30.7,0,0,53.51,0,11.4,11.4,20.18,30.7,0,0,0,0
-90.375,77.875,"SSP1-2.6",105,7.62,0,26.67,31.43,0,56.19,48.57,0,7.62,0,21.9,31.43,0,0,4.76,0
-90.375,78.125,"SSP1-2.6",109,30.28,25.69,20.18,29.36,0,0,52.29,0,30.28,25.69,20.18,29.36,0,0,0,0
-90.375,80.625,"SSP1-2.6",54,12.96,0,35.19,35.19,0,51.85,53.7,0,12.96,0,35.19,35.19,0,0,0,0
-90.375,80.875,"SSP1-2.6",54,20.37,0,42.59,37.04,0,51.85,0,0,20.37,0,42.59,37.04,0,0,0,0
-90.375,81.125,"SSP1-2.6",82,7.32,0,32.93,43.9,0,69.51,48.78,0,7.32,0,32.93,43.9,0,0,0,0
-90.375,81.625,"SSP1-2.6",32,3.12,3.12,3.12,37.5,0,0,68.75,0,3.12,3.12,3.12,37.5,0,0,0,0
-90.375,82.125,"SSP1-2.6",10,0,0,0,40,0,90,70,0,0,0,0,40,0,0,0,0
-90.375,82.375,"SSP1-2.6",10,0,0,0,40,0,90,70,0,0,0,0,40,0,0,0,0
